house_type,area_sqft,num_bedrooms,age_years,distance_to_city_km,crime_rate_index,price_usd
Townhouse,1063.2,2.0,,6.51,9.7,76900.0
Bungalow,1554.1,4.0,28.8,2.06,5.15,257500.0
Townhouse,1897.8,5.0,24.6,3.45,8.42,270200.0
Apartment,1758.4,3.0,27.2,15.06,7.3,184700.0
Bungalow,,3.0,14.0,22.44,9.71,50000.0
Villa,2316.8,3.0,12.6,12.89,8.3,330000.0
Bungalow,1618.1,2.0,27.4,6.26,1.7,181000.0
Bungalow,1189.4,3.0,8.6,0.9,7.42,191000.0
Bungalow,1562.9,3.0,16.8,0.59,5.82,226700.0
Bungalow,1570.5,5.0,7.5,4.69,1.15,272400.0
Apartment,,5.0,0.3,6.23,3.26,214900.0
Villa,1579.2,,38.8,9.39,9.3,232600.0
Townhouse,,,17.3,0.5,9.33,160800.0
Townhouse,,3.0,38.8,45.78,8.19,50000.0
Apartment,1225.5,3.0,5.6,4.52,9.84,107600.0
Apartment,926.9,4.0,23.5,18.84,8.26,56200.0
Apartment,1558.3,3.0,8.0,7.66,1.09,200500.0
Bungalow,1734.1,5.0,31.6,1.4,3.59,262200.0
Bungalow,1706.0,,31.3,15.97,1.28,227200.0
Apartment,1828.0,3.0,4.5,12.37,1.85,177400.0
Villa,1629.7,4.0,36.5,,2.97,305400.0
Bungalow,1286.9,5.0,7.8,7.23,5.53,214900.0
Bungalow,1835.9,2.0,24.5,0.92,8.63,209400.0
Villa,957.0,,39.4,10.67,,149600.0
Villa,1139.7,3.0,35.3,,6.55,103600.0
Villa,1114.3,2.0,38.3,0.98,9.35,168300.0
Apartment,,4.0,13.7,3.06,5.5,264800.0
Villa,1877.1,3.0,4.2,,9.0,241300.0
Bungalow,1694.9,3.0,7.5,3.35,5.09,257500.0
Townhouse,1928.8,2.0,20.0,10.61,3.5,193200.0
Bungalow,1148.3,3.0,31.7,7.65,9.25,141100.0
Bungalow,1639.4,3.0,6.0,9.07,4.49,199200.0
Apartment,1449.9,3.0,26.4,5.37,5.53,138200.0
Villa,1838.8,,12.9,3.57,3.96,295500.0
Apartment,1453.9,5.0,13.6,0.5,6.97,190000.0
Apartment,1346.0,3.0,26.5,13.64,9.96,71700.0
Bungalow,1716.4,4.0,18.7,13.71,1.23,226900.0
Townhouse,1850.5,3.0,32.5,11.11,9.1,183200.0
Apartment,1232.7,3.0,6.2,,1.04,170100.0
Villa,1475.6,3.0,31.6,2.79,4.28,279500.0
Bungalow,1076.6,3.0,2.6,0.5,2.52,205700.0
Apartment,500.8,3.0,7.8,16.54,7.82,50000.0
Villa,1580.2,3.0,26.2,6.76,1.46,282100.0
Bungalow,1743.6,3.0,,3.66,5.98,197700.0
Bungalow,1604.8,2.0,10.1,1.08,3.65,222700.0
Apartment,720.2,3.0,13.1,0.65,2.2,116100.0
Apartment,1359.7,2.0,21.5,4.29,7.95,156900.0
Bungalow,612.7,2.0,8.5,16.33,,72200.0
Villa,2047.9,5.0,32.4,25.1,3.01,322000.0
Apartment,1065.6,3.0,30.9,22.71,3.48,50000.0
Bungalow,2002.2,3.0,5.8,25.26,6.28,194900.0
Apartment,1878.3,,18.6,23.83,6.94,160400.0
Bungalow,1139.8,5.0,31.0,7.49,1.16,212400.0
Apartment,1046.9,3.0,13.5,2.48,3.18,130800.0
Townhouse,,4.0,25.3,16.0,4.88,175000.0
Apartment,1162.3,,2.0,2.4,3.99,164100.0
Apartment,1541.0,,24.3,3.11,8.96,170100.0
Apartment,1306.9,4.0,,2.66,,195600.0
Apartment,787.5,4.0,33.2,7.24,6.63,62100.0
Townhouse,607.8,,14.2,,4.04,50000.0
Townhouse,1590.7,2.0,11.3,1.67,7.31,181200.0
Apartment,1275.4,2.0,33.6,6.04,8.59,137700.0
Villa,1278.8,2.0,2.0,20.71,6.35,186700.0
Bungalow,1778.3,4.0,,8.45,8.06,242900.0
Townhouse,1969.4,1.0,14.8,21.06,7.74,150600.0
Villa,1391.0,1.0,11.4,2.18,6.15,222000.0
Apartment,1363.8,,36.5,1.83,3.81,113800.0
Villa,1700.1,,30.0,8.57,,197300.0
Bungalow,957.2,,2.6,6.22,2.86,137400.0
Apartment,1589.3,4.0,28.6,10.79,8.02,188200.0
Bungalow,1720.8,3.0,21.1,15.83,8.24,187400.0
Apartment,1772.1,1.0,36.0,13.92,8.4,136800.0
Bungalow,725.3,3.0,12.5,28.52,5.26,70900.0
Apartment,1195.5,3.0,23.0,5.08,,147400.0
Villa,1148.7,2.0,20.0,2.31,,220900.0
Villa,1540.0,,19.6,8.01,7.69,228800.0
Bungalow,1692.3,4.0,18.2,1.17,8.98,275000.0
Apartment,2098.7,4.0,8.2,3.41,,270600.0
Villa,1302.0,4.0,30.2,2.33,2.3,246100.0
Villa,1301.0,1.0,18.1,,9.41,165900.0
Villa,1959.9,5.0,38.3,1.18,9.9,353000.0
Bungalow,,4.0,10.4,0.5,4.9,227200.0
Bungalow,2007.1,5.0,,10.69,6.35,301800.0
Bungalow,1615.5,1.0,37.6,9.42,,94700.0
Apartment,1037.2,5.0,,12.32,,137200.0
Bungalow,,4.0,34.9,10.8,9.71,117100.0
Villa,,,,1.21,2.03,219600.0
Apartment,1764.8,1.0,14.4,3.44,6.23,170800.0
Apartment,1975.4,4.0,24.0,1.39,7.23,279800.0
Apartment,2239.7,5.0,6.3,18.51,9.01,253200.0
Bungalow,,3.0,21.4,13.74,8.87,180000.0
Bungalow,1965.1,3.0,9.2,2.25,9.8,215900.0
Bungalow,1268.0,5.0,29.7,4.18,5.61,200900.0
Villa,1037.4,3.0,21.1,34.0,8.48,103000.0
Villa,1840.0,3.0,16.4,9.02,4.85,260700.0
Apartment,1667.1,3.0,10.8,16.15,4.8,160900.0
Apartment,1543.0,5.0,,,,196400.0
Villa,1654.9,,2.9,2.36,8.36,251800.0
Apartment,1629.3,3.0,1.7,15.32,9.87,158700.0
Apartment,2013.5,3.0,,11.58,3.31,254100.0
Villa,2018.0,,38.8,11.42,1.51,340600.0
Bungalow,1717.7,3.0,39.2,8.04,8.34,179600.0
Townhouse,1838.3,5.0,,8.29,6.58,238700.0
Townhouse,1705.6,5.0,35.2,13.31,9.64,184800.0
Bungalow,1315.5,1.0,8.6,3.15,3.27,139400.0
Villa,1802.6,3.0,,,1.64,310200.0
Bungalow,942.2,1.0,5.7,20.53,5.43,99000.0
Bungalow,1921.6,2.0,4.0,3.69,1.77,261100.0
Apartment,1022.2,3.0,4.5,7.9,3.36,86400.0
Villa,1614.3,5.0,22.9,12.13,2.13,293000.0
Bungalow,,4.0,31.2,50.0,3.02,50000.0
Apartment,1721.4,2.0,14.7,5.71,1.96,211500.0
Villa,1486.4,1.0,39.1,5.59,9.59,209200.0
Villa,862.1,3.0,,18.49,3.51,146800.0
Apartment,1668.3,3.0,6.0,16.37,,156500.0
Apartment,1268.8,2.0,18.6,13.13,9.09,83000.0
Apartment,1852.5,4.0,27.2,6.22,7.1,211800.0
Apartment,1500.5,5.0,33.3,3.91,6.56,175000.0
Apartment,1658.2,,18.4,9.38,7.35,139500.0
Bungalow,,4.0,23.7,20.89,8.46,128500.0
Apartment,1264.3,3.0,10.7,21.52,8.9,73500.0
Villa,1316.5,,25.8,1.15,6.78,257900.0
Apartment,1842.7,3.0,39.4,5.59,9.01,189300.0
Townhouse,2171.0,2.0,2.0,6.25,5.82,253900.0
Apartment,1177.9,5.0,35.5,37.99,3.5,50000.0
Villa,1930.7,3.0,22.5,11.33,8.92,242200.0
Townhouse,632.1,4.0,10.1,5.23,5.87,79900.0
Bungalow,1022.3,3.0,38.2,0.5,9.16,138400.0
Apartment,1116.5,1.0,19.3,8.33,1.36,84300.0
Bungalow,959.0,2.0,13.3,,4.58,130000.0
Villa,866.6,3.0,,17.98,9.53,175800.0
Villa,,3.0,9.8,13.96,3.25,228100.0
Apartment,1414.4,2.0,33.3,6.17,9.47,101600.0
Apartment,1651.8,3.0,24.6,5.61,9.59,203700.0
Bungalow,1776.2,3.0,36.5,22.76,8.94,155000.0
Villa,1606.2,4.0,9.3,3.4,6.07,279500.0
Villa,1763.1,3.0,4.8,2.86,6.82,321700.0
Bungalow,1472.2,5.0,0.2,28.0,8.83,153300.0
Bungalow,1025.2,3.0,20.3,16.57,7.98,89300.0
Apartment,1923.1,3.0,,17.18,6.67,171400.0
Bungalow,1264.4,2.0,27.8,2.17,9.84,128800.0
Apartment,1125.8,2.0,12.3,1.55,7.17,95300.0
Bungalow,1428.8,1.0,35.1,0.5,9.78,146000.0
Bungalow,,3.0,31.3,2.71,1.52,151100.0
Townhouse,1333.0,2.0,0.6,14.88,2.25,136200.0
Apartment,1637.6,2.0,32.7,,5.06,178800.0
Apartment,1639.3,,12.0,13.06,,200800.0
Apartment,1140.9,2.0,6.0,2.9,8.04,135600.0
Apartment,1304.9,2.0,9.1,5.03,2.45,139000.0
Apartment,1929.7,2.0,18.7,40.84,9.78,90600.0
Townhouse,1698.6,4.0,,2.81,3.84,241400.0
Apartment,2330.0,2.0,11.6,4.72,4.86,266800.0
Apartment,1972.1,3.0,6.9,3.58,3.47,234000.0
Bungalow,1957.7,3.0,30.5,1.16,6.21,235800.0
Villa,944.9,3.0,39.6,6.73,1.53,202300.0
Bungalow,1805.5,3.0,31.1,4.76,2.35,208300.0
Apartment,1478.8,4.0,,11.87,7.71,149700.0
Villa,1279.6,1.0,9.8,17.02,2.68,130800.0
Apartment,1567.2,2.0,8.7,7.86,3.12,140900.0
Apartment,1878.1,2.0,5.5,0.5,8.14,191000.0
Townhouse,1700.3,,22.1,9.65,1.84,208600.0
Apartment,,2.0,24.2,0.57,4.94,138000.0
Villa,1797.0,2.0,28.2,9.58,1.21,266900.0
Villa,1245.0,3.0,27.2,11.55,4.12,224300.0
Apartment,1586.7,3.0,11.7,2.2,7.29,201500.0
Townhouse,1378.7,,13.2,17.11,1.81,142100.0
Apartment,1412.5,4.0,27.3,24.2,9.0,69600.0
Bungalow,1806.5,2.0,14.0,16.77,9.19,168600.0
Townhouse,1083.9,2.0,8.5,3.64,,135200.0
Villa,2278.1,,15.0,,9.92,300100.0
Townhouse,771.6,1.0,,24.63,3.68,50000.0
Apartment,1260.9,1.0,3.5,3.87,1.76,141500.0
Villa,1648.1,3.0,,17.15,1.05,259400.0
Apartment,1733.7,5.0,34.1,0.5,4.68,241400.0
Bungalow,1459.8,4.0,8.8,0.5,6.67,237200.0
Townhouse,1477.0,1.0,2.6,14.26,3.99,128600.0
Apartment,1664.2,,,14.33,8.53,161800.0
Bungalow,1407.6,4.0,,15.56,7.45,160200.0
Apartment,2057.3,3.0,15.7,26.6,4.15,165900.0
Villa,1835.7,4.0,2.6,1.25,7.61,351600.0
Villa,1849.1,3.0,9.1,2.64,9.46,255700.0
Townhouse,1113.5,2.0,31.7,23.41,1.84,87700.0
Bungalow,1468.2,3.0,32.2,1.95,,191800.0
Apartment,1379.8,3.0,8.3,11.46,5.17,126400.0
Apartment,1097.8,3.0,13.4,,5.48,120700.0
Apartment,1644.1,3.0,5.4,0.87,5.88,173700.0
Apartment,1284.9,5.0,3.0,3.36,,176400.0
Apartment,,5.0,39.7,7.35,7.01,189500.0
Townhouse,1071.9,4.0,26.2,19.13,6.81,86500.0
Villa,2187.6,4.0,21.7,12.29,6.2,313900.0
Villa,1141.5,5.0,30.6,9.73,2.02,271400.0
Apartment,1587.7,1.0,33.6,6.85,5.29,173000.0
Townhouse,1816.7,2.0,32.3,3.55,4.21,163900.0
Bungalow,1271.7,3.0,0.7,1.27,5.42,202700.0
Apartment,1841.0,4.0,7.5,5.26,9.3,231400.0
Bungalow,1008.3,3.0,26.2,0.5,5.32,161000.0
Villa,2080.8,4.0,15.0,2.37,1.13,357400.0
Apartment,1505.7,2.0,39.3,5.66,4.95,139400.0
Villa,1261.4,2.0,26.6,5.42,8.39,183300.0
Villa,1380.3,4.0,38.3,0.5,8.02,244500.0
Apartment,1823.6,2.0,8.1,8.89,5.62,161400.0
Townhouse,1266.2,3.0,34.6,7.98,3.25,140400.0
Bungalow,1200.3,2.0,12.9,0.81,5.19,134300.0
Bungalow,1411.4,2.0,39.6,28.68,6.07,85200.0
Villa,1029.2,4.0,6.3,1.05,,192200.0
Villa,2228.2,3.0,20.7,19.3,6.8,301100.0
Bungalow,1273.4,3.0,31.7,0.5,7.25,157900.0
Villa,1832.6,1.0,17.3,21.39,5.42,226200.0
Apartment,1583.8,4.0,18.7,0.5,4.19,234100.0
Villa,1106.2,3.0,39.5,14.18,8.32,194000.0
Bungalow,1497.6,3.0,17.0,4.49,5.45,150400.0
Villa,1813.6,4.0,24.2,13.4,9.95,248800.0
Apartment,1424.7,2.0,2.2,5.14,5.11,147900.0
Bungalow,1977.2,,33.7,0.74,1.61,301000.0
Apartment,1908.6,3.0,25.9,14.59,7.14,145700.0
Apartment,1867.6,3.0,16.2,0.74,1.42,223500.0
Apartment,1316.1,2.0,0.6,25.53,3.25,90600.0
Apartment,,5.0,23.7,0.52,4.18,164700.0
Bungalow,1254.6,4.0,0.5,6.53,7.66,187600.0
Villa,1578.5,2.0,0.0,12.84,5.45,248000.0
Apartment,1718.3,2.0,24.6,5.0,1.26,200600.0
Townhouse,631.4,,7.6,2.45,6.55,102300.0
Townhouse,1496.8,3.0,7.7,14.23,4.7,160400.0
Townhouse,1563.2,4.0,26.1,15.34,9.3,164600.0
Apartment,1389.0,3.0,2.1,25.6,,57000.0
Villa,2016.5,4.0,12.5,4.72,7.38,362900.0
Townhouse,1668.7,3.0,6.0,7.06,2.97,165100.0
Bungalow,2024.1,2.0,,4.51,7.85,214800.0
Apartment,1413.6,3.0,26.5,2.97,7.49,148000.0
Apartment,1875.0,,28.8,13.9,9.14,210800.0
Villa,2154.0,2.0,10.2,,1.3,285800.0
Townhouse,2024.7,3.0,3.6,5.59,5.03,248700.0
Villa,1063.1,,3.1,5.17,7.11,222900.0
Villa,,3.0,17.0,12.47,1.86,259400.0
Apartment,1361.9,4.0,37.8,,4.7,86800.0
Bungalow,1695.7,4.0,8.7,10.99,9.48,202200.0
Bungalow,1774.5,1.0,,6.38,4.92,191600.0
Apartment,1164.4,5.0,4.0,15.11,9.87,110100.0
Bungalow,1527.1,4.0,24.2,10.24,1.51,193800.0
Townhouse,692.0,4.0,27.2,0.63,7.46,79900.0
Apartment,,3.0,25.7,1.01,6.23,252100.0
Villa,1295.1,4.0,34.4,0.5,5.5,257300.0
Apartment,1522.3,2.0,19.5,6.1,9.74,145500.0
Bungalow,1376.1,2.0,,17.48,2.17,155600.0
Villa,1958.4,4.0,11.6,,9.06,335800.0
Bungalow,400.0,2.0,26.5,4.85,7.22,58900.0
Bungalow,,1.0,24.5,24.02,3.33,81700.0
Apartment,1457.7,4.0,21.2,18.13,,106400.0
Townhouse,1318.5,4.0,27.3,10.94,4.86,147700.0
Villa,2190.5,2.0,25.5,3.1,8.33,317000.0
Apartment,1145.1,4.0,35.3,1.24,4.5,134600.0
Bungalow,1808.7,,23.4,0.5,8.66,252400.0
Bungalow,,,31.1,1.13,6.73,255800.0
Apartment,2004.6,4.0,9.9,3.46,2.27,269900.0
Townhouse,,3.0,27.1,8.02,,129600.0
Townhouse,1206.8,2.0,36.1,0.66,2.72,160900.0
Apartment,1938.4,2.0,,1.46,4.71,184400.0
Townhouse,1670.1,3.0,31.2,2.0,2.53,214300.0
Apartment,882.0,3.0,29.0,10.0,1.2,111100.0
Apartment,1284.3,4.0,2.4,9.57,2.91,149700.0
Apartment,1654.6,4.0,23.3,8.0,5.83,165100.0
Townhouse,1835.1,3.0,5.2,2.88,5.33,228900.0
Bungalow,1228.3,4.0,38.7,,5.51,170900.0
Apartment,400.0,2.0,32.5,1.02,3.23,50000.0
Villa,1709.3,1.0,4.4,2.57,7.17,303400.0
Bungalow,1011.9,4.0,4.9,22.8,7.34,91600.0
Apartment,693.1,1.0,23.8,38.97,4.22,50000.0
Townhouse,400.0,,13.8,10.43,8.93,50000.0
Bungalow,1825.6,3.0,1.4,24.87,6.8,199700.0
Villa,1551.4,3.0,21.7,10.29,,240100.0
Townhouse,1409.7,4.0,15.5,0.5,3.5,215600.0
Villa,2055.6,2.0,4.0,50.0,1.01,183200.0
Townhouse,1754.9,1.0,32.1,1.04,8.79,201000.0
Bungalow,2146.5,,36.6,11.48,8.4,232500.0
Bungalow,942.9,3.0,30.3,2.91,2.11,166800.0
Apartment,1486.2,,32.9,4.98,,171800.0
Townhouse,853.3,3.0,8.7,10.38,6.95,100600.0
Villa,1408.2,4.0,10.5,5.74,6.87,241600.0
Apartment,1400.6,5.0,8.3,2.88,8.74,175500.0
Apartment,1750.6,2.0,30.6,4.07,2.26,220500.0
Villa,1518.2,3.0,37.9,4.18,4.87,287400.0
Villa,1749.4,3.0,28.7,32.02,1.88,194100.0
Bungalow,1781.4,5.0,35.3,16.03,4.51,230000.0
Townhouse,2362.0,5.0,25.5,6.14,1.14,314100.0
Apartment,1373.9,2.0,15.5,2.23,9.08,120200.0
Bungalow,1123.6,4.0,17.0,16.66,5.74,139100.0
Apartment,1598.4,3.0,3.0,1.71,8.65,208400.0
Townhouse,1179.1,,1.3,2.36,1.54,151600.0
Bungalow,2092.8,,,4.56,3.05,240000.0
Villa,1386.7,3.0,17.5,21.23,3.33,215900.0
Bungalow,1273.8,3.0,22.1,,4.48,177500.0
Apartment,1311.5,1.0,22.3,1.3,,122700.0
Villa,1787.4,3.0,11.1,6.81,4.48,323500.0
Bungalow,1436.9,2.0,19.0,3.24,2.84,150300.0
Villa,1243.3,3.0,18.8,,1.58,249200.0
Apartment,2166.1,2.0,15.5,6.01,1.72,216500.0
Villa,1157.5,2.0,32.8,5.71,7.84,208600.0
Bungalow,1514.2,3.0,18.0,1.19,5.0,201400.0
Apartment,1760.9,2.0,,1.52,7.54,160200.0
Apartment,847.5,3.0,35.8,17.21,7.14,52500.0
Bungalow,1692.1,2.0,34.6,21.71,2.22,169000.0
Bungalow,1078.0,3.0,35.6,2.67,2.29,139400.0
Apartment,1829.1,2.0,10.8,1.2,7.8,174200.0
Apartment,1114.9,3.0,1.4,0.55,,132700.0
Apartment,1777.1,4.0,10.4,,4.4,188300.0
Apartment,1942.3,2.0,11.1,12.57,1.7,181800.0
Villa,,3.0,36.4,,1.11,312000.0
Bungalow,1600.5,1.0,26.0,,3.59,146200.0
Bungalow,1407.5,3.0,3.3,12.48,1.08,199000.0
Bungalow,,2.0,5.4,27.39,3.07,135000.0
Apartment,2088.4,3.0,6.2,0.67,4.78,258400.0
Bungalow,1220.2,3.0,25.2,2.14,2.09,186600.0
Villa,1085.2,5.0,29.4,0.71,1.94,301000.0
Townhouse,1766.1,3.0,34.4,20.25,9.07,118900.0
Bungalow,1181.5,,37.6,15.73,6.27,139500.0
Apartment,1120.0,3.0,8.1,8.55,9.41,123500.0
Bungalow,922.6,5.0,12.4,0.87,4.11,197500.0
Apartment,1306.8,4.0,9.6,3.19,7.09,189900.0
Bungalow,1466.9,2.0,14.4,3.53,2.84,202500.0
Apartment,1597.2,4.0,36.6,8.23,6.57,160700.0
Apartment,1880.5,3.0,23.0,2.98,2.17,253400.0
Townhouse,1710.8,4.0,29.5,0.76,1.02,266800.0
Apartment,1423.7,4.0,19.6,13.12,,156300.0
Bungalow,1420.7,2.0,1.2,3.55,5.99,186200.0
Apartment,1704.1,4.0,,,9.34,183400.0
Bungalow,2009.0,2.0,21.5,1.37,,264000.0
Bungalow,1550.5,2.0,28.8,16.22,3.95,176000.0
Villa,1312.3,2.0,8.6,,4.61,240200.0
Apartment,1102.9,4.0,28.9,23.19,7.35,60300.0
Apartment,921.9,2.0,32.4,6.84,6.09,75900.0
Apartment,1766.5,1.0,,28.37,9.33,60100.0
Apartment,1731.2,4.0,29.9,22.24,1.23,190900.0
Bungalow,1730.9,2.0,16.2,,7.37,178700.0
Townhouse,1448.5,2.0,27.1,27.16,3.97,108600.0
Townhouse,2062.8,2.0,30.6,3.9,2.62,217100.0
Bungalow,1306.4,3.0,39.7,4.55,5.59,186500.0
Bungalow,1882.1,3.0,13.8,0.5,5.55,266700.0
Bungalow,,1.0,16.4,8.9,2.23,153700.0
Apartment,1256.7,5.0,6.6,12.8,2.82,176700.0
Townhouse,1737.0,4.0,8.2,14.85,4.67,189300.0
Bungalow,1663.9,2.0,27.7,1.62,4.68,227200.0
Villa,1642.8,2.0,36.7,5.87,3.86,250300.0
Apartment,1532.5,3.0,15.8,1.95,2.34,161400.0
Villa,1484.8,3.0,7.2,10.85,1.04,243200.0
Villa,2455.3,2.0,11.4,1.72,9.73,346200.0
Townhouse,1973.7,2.0,18.2,23.45,9.49,176800.0
Villa,1789.1,4.0,11.6,2.62,5.35,337700.0
Apartment,1544.7,2.0,9.3,3.44,9.96,183000.0
Townhouse,1902.9,3.0,29.4,19.03,7.06,206400.0
Apartment,1707.2,4.0,0.3,6.13,1.62,219100.0
Villa,1510.5,3.0,21.6,0.5,,282000.0
Apartment,1378.6,2.0,31.8,,9.24,103900.0
Bungalow,1467.6,3.0,10.6,0.88,6.67,193100.0
Townhouse,,1.0,24.1,42.23,8.59,50000.0
Apartment,1584.2,4.0,26.8,8.87,9.08,163500.0
Townhouse,1304.6,3.0,26.2,2.96,5.03,133700.0
Apartment,2137.1,4.0,17.8,,,266200.0
Townhouse,1507.7,5.0,13.9,0.8,2.69,278100.0
Bungalow,1024.4,5.0,33.4,16.09,1.6,136400.0
Bungalow,1480.0,5.0,30.3,25.95,2.7,172700.0
Apartment,1081.6,3.0,12.9,20.75,,95500.0
Townhouse,,3.0,4.1,4.18,2.06,230500.0
Bungalow,1616.4,3.0,2.9,3.94,2.5,241500.0
Apartment,1883.1,3.0,3.8,0.5,,230300.0
Bungalow,1183.6,4.0,23.3,10.54,,157900.0
Apartment,1513.6,2.0,2.1,7.66,5.21,137600.0
Townhouse,954.0,5.0,13.5,,4.86,161800.0
Apartment,1780.6,4.0,30.1,23.82,6.8,115100.0
Bungalow,1707.5,5.0,11.8,1.84,9.43,270200.0
Villa,1698.3,4.0,30.5,0.5,1.97,291100.0
Apartment,1500.6,2.0,29.8,0.76,1.89,194600.0
Apartment,1665.9,2.0,9.8,,8.68,165600.0
Apartment,2141.7,2.0,29.2,0.5,5.56,214000.0
Villa,1386.0,2.0,29.9,6.99,7.9,220400.0
Apartment,1555.5,3.0,15.9,3.77,2.94,209200.0
Villa,1065.5,4.0,8.4,1.99,8.46,215100.0
Apartment,1152.7,4.0,20.9,13.87,9.31,113400.0
Apartment,1539.1,3.0,36.9,,6.72,121800.0
Bungalow,1941.6,1.0,25.6,,1.95,186100.0
Apartment,1397.5,2.0,6.9,4.3,9.06,161000.0
Townhouse,1405.6,1.0,27.3,7.17,8.13,111500.0
Townhouse,1337.2,3.0,17.1,27.16,,50000.0
Bungalow,1286.1,3.0,23.7,0.5,1.33,186700.0
Villa,1618.0,1.0,29.4,6.94,8.19,202400.0
Townhouse,901.1,2.0,20.6,19.27,2.24,57700.0
Apartment,2012.4,2.0,32.6,8.87,,199200.0
Apartment,1233.8,3.0,28.9,3.24,6.19,137700.0
Apartment,1788.8,3.0,24.6,5.07,3.38,207200.0
Bungalow,992.0,3.0,6.0,11.4,6.95,146200.0
Apartment,1767.5,3.0,33.4,22.15,6.47,146600.0
Villa,1768.8,5.0,37.4,0.5,1.97,348300.0
Townhouse,1653.7,2.0,5.5,0.74,6.9,219200.0
Townhouse,1102.2,3.0,,3.93,9.32,110700.0
Villa,1599.8,4.0,10.4,2.65,2.45,283800.0
Apartment,1026.8,3.0,30.2,3.08,6.37,132500.0
Bungalow,1398.9,5.0,28.9,2.5,4.08,227300.0
Villa,1911.8,3.0,5.6,2.18,,327300.0
Apartment,1818.7,3.0,35.1,,3.58,204500.0
Apartment,1506.1,1.0,7.2,27.17,4.19,71500.0
Townhouse,1110.1,3.0,31.9,1.56,1.26,169500.0
Bungalow,1758.2,2.0,18.3,2.29,9.83,225300.0
Bungalow,1507.8,2.0,13.1,2.83,6.62,205100.0
Townhouse,571.9,3.0,6.3,27.03,5.51,50000.0
Villa,1813.1,3.0,6.7,,4.45,290500.0
Villa,1490.3,1.0,26.5,15.59,5.85,193000.0
Villa,1981.0,3.0,22.0,1.11,4.42,327200.0
Apartment,1061.9,3.0,4.9,18.1,,112900.0
Villa,400.0,2.0,4.5,5.25,5.18,111800.0
Bungalow,1611.6,3.0,2.9,3.05,,241300.0
Bungalow,1616.6,4.0,29.8,8.57,2.62,206800.0
Townhouse,823.7,3.0,28.5,17.27,6.01,50000.0
Villa,1108.6,3.0,2.3,15.08,8.58,172600.0
Bungalow,2602.1,2.0,,22.07,2.38,259200.0
Bungalow,1377.8,3.0,3.4,26.33,1.29,160400.0
Villa,1792.4,5.0,36.1,2.72,3.22,304000.0
Bungalow,,3.0,36.3,5.51,9.82,141800.0
Apartment,663.9,1.0,27.9,0.5,8.46,50000.0
Villa,,3.0,37.0,21.15,6.36,153200.0
Apartment,1393.8,4.0,32.5,1.68,9.36,149700.0
Apartment,1340.0,1.0,33.1,19.77,5.01,75000.0
Villa,1454.1,5.0,22.8,4.0,9.85,275300.0
Bungalow,1605.7,5.0,12.2,4.59,3.67,249000.0
Townhouse,1440.0,1.0,,0.5,3.16,182800.0
Bungalow,994.4,5.0,13.1,3.96,6.74,166800.0
Bungalow,1694.5,3.0,25.1,21.93,4.4,172700.0
Villa,720.3,4.0,6.9,0.5,6.64,200000.0
Bungalow,679.9,3.0,10.3,5.21,,129400.0
Apartment,1795.7,3.0,18.7,0.5,6.56,199900.0
Apartment,1702.8,3.0,9.3,4.64,3.48,197100.0
Apartment,1477.0,4.0,23.5,1.9,1.46,190600.0
Villa,941.8,1.0,36.9,2.91,9.21,137400.0
Apartment,1216.8,3.0,29.9,21.0,8.95,95800.0
Apartment,1394.9,2.0,26.7,5.73,9.74,129300.0
Apartment,861.6,2.0,23.3,,7.45,50000.0
Townhouse,1204.4,2.0,19.5,8.9,7.14,97500.0
Apartment,1760.9,3.0,7.5,1.53,6.03,221300.0
Villa,2070.9,2.0,35.8,3.0,2.13,305000.0
Apartment,,2.0,9.9,7.9,2.7,125900.0
Bungalow,1802.6,2.0,3.7,2.71,3.61,268800.0
Apartment,734.4,1.0,30.0,11.37,9.01,50000.0
Apartment,1763.8,3.0,,6.76,,231700.0
Villa,1178.4,5.0,14.9,14.78,9.31,232500.0
Apartment,1622.9,2.0,1.1,29.61,5.71,87900.0
Apartment,1400.9,5.0,,1.23,7.44,179100.0
Apartment,2028.2,4.0,6.9,4.07,1.99,264200.0
Apartment,1150.2,3.0,2.2,3.85,3.42,124900.0
Apartment,1751.0,3.0,26.3,1.64,9.63,191000.0
Apartment,1388.2,4.0,33.5,16.62,3.4,132300.0
Bungalow,1436.7,2.0,14.9,,3.67,164700.0
Villa,1426.5,,35.0,6.62,2.78,275600.0
Villa,1161.7,3.0,8.5,7.72,2.16,244700.0
Apartment,1494.4,3.0,,0.61,3.1,203400.0
Townhouse,1474.9,4.0,6.0,8.11,6.78,143200.0
Apartment,1596.5,1.0,24.8,15.67,5.1,125600.0
Apartment,1533.8,3.0,16.8,8.53,5.98,195600.0
Bungalow,1819.2,3.0,24.5,3.08,,193200.0
Apartment,1869.4,,30.5,11.01,8.22,192000.0
Apartment,1079.8,2.0,21.8,4.49,,89800.0
Villa,1847.5,3.0,25.1,7.87,1.19,288800.0
Townhouse,1025.5,4.0,37.4,6.69,4.45,142500.0
Villa,1735.1,3.0,12.0,4.8,1.62,340500.0
Bungalow,1747.9,4.0,14.4,12.69,8.13,227500.0
Townhouse,735.5,3.0,28.7,21.53,7.64,50000.0
Apartment,1537.2,2.0,24.5,0.5,9.12,135400.0
Apartment,1312.6,1.0,7.1,27.12,3.13,68000.0
Apartment,,1.0,15.0,7.16,5.11,116600.0
